State_Name,Crop_Type,Crop,rainfall,temperature,Area_in_hectares,Production_in_tons,Yield_ton_per_hec,N,P,K,pH
bihar,summer,Maize,98.98000000000002,34.92333333333334,4.0,10.0,2.5,80.0,40.0,20.0,5.52
bihar,rabi,Linseed,87.19999999999999,23.106,54.0,45.0,0.8333333333333334,90.0,60.0,20.0,6.32
bihar,kharif,Rice,840.46,33.583333333333336,7812.0,11698.0,1.4974398361495136,80.0,40.0,40.0,5.58
bihar,rabi,Barley,87.19999999999999,23.106,82.0,87.0,1.0609756097560976,70.0,40.0,45.0,5.64
bihar,rabi,Maize,87.19999999999999,23.106,24693.0,75437.0,3.054995342809703,80.0,40.0,20.0,5.42
bihar,kharif,Maize,840.46,33.583333333333336,161.0,296.0,1.8385093167701865,80.0,40.0,20.0,5.38
bihar,kharif,Sunflower,840.46,33.583333333333336,1055.0,1589.0,1.5061611374407582,50.0,60.0,30.0,5.68
bihar,rabi,Sunflower,87.19999999999999,23.106,6.0,8.0,1.3333333333333333,50.0,60.0,30.0,5.48
bihar,whole year,Dry ginger,1026.64,29.18636363636364,359.0,502.0,1.3983286908077994,40.0,50.0,20.0,4.92
bihar,rabi,Masoor,87.19999999999999,23.106,3719.0,2696.0,0.7249260553912342,20.0,60.0,20.0,5.54
bihar,kharif,Sesame Seed,840.46,33.583333333333336,82.0,61.0,0.7439024390243902,30.0,15.0,30.0,6.38
bihar,kharif,Mung beans,840.46,33.583333333333336,55.0,32.0,0.5818181818181818,20.0,40.0,20.0,5.4
bihar,kharif,Mung beans,840.46,33.583333333333336,490.0,265.0,0.5408163265306123,20.0,40.0,20.0,5.42
bihar,rabi,Maize,87.19999999999999,23.106,4892.0,10474.0,2.1410466067048244,80.0,40.0,20.0,5.56
bihar,rabi,Linseed,87.19999999999999,23.106,90.0,74.0,0.8222222222222222,90.0,60.0,20.0,6.6
bihar,summer,Mung beans,98.98000000000002,34.92333333333334,1353.0,879.0,0.6496674057649667,20.0,40.0,20.0,5.54
bihar,kharif,Jowar,840.46,33.583333333333336,317.0,376.0,1.1861198738170349,80.0,40.0,40.0,5.42
bihar,summer,Maize,98.98000000000002,34.92333333333334,7183.0,29034.0,4.042043714325491,80.0,40.0,20.0,5.46
bihar,whole year,Dry chillies,1026.64,29.18636363636364,93.0,169.0,1.8172043010752688,120.0,20.0,80.0,6.46
bihar,whole year,Coriander,1026.64,29.18636363636364,42.0,24.0,0.5714285714285714,90.0,20.0,20.0,6.42
bihar,kharif,Rice,840.46,33.583333333333336,323.0,404.0,1.2507739938080495,80.0,40.0,40.0,5.44
bihar,summer,Rice,98.98000000000002,34.92333333333334,1479.0,2145.0,1.4503042596348883,80.0,40.0,40.0,5.46
bihar,summer,Maize,98.98000000000002,34.92333333333334,3304.0,10925.0,3.306598062953995,80.0,40.0,20.0,5.62
bihar,rabi,Masoor,87.19999999999999,23.106,543.0,425.0,0.7826887661141805,20.0,60.0,20.0,5.48
bihar,kharif,Mung beans,840.46,33.583333333333336,140.0,85.0,0.6071428571428571,20.0,40.0,20.0,5.34
bihar,summer,Rice,98.98000000000002,34.92333333333334,19963.0,35896.0,1.798126534088063,80.0,40.0,40.0,5.4
bihar,rabi,Maize,87.19999999999999,23.106,7031.0,22802.0,3.2430664201393826,80.0,40.0,20.0,5.6
bihar,rabi,Linseed,87.19999999999999,23.106,56.0,46.0,0.8214285714285714,90.0,60.0,20.0,6.34
bihar,rabi,Gram,87.19999999999999,23.106,41.0,48.0,1.170731707317073,20.0,60.0,20.0,6.14
bihar,kharif,Mung beans,840.46,33.583333333333336,42.0,23.0,0.5476190476190477,20.0,40.0,20.0,5.64
bihar,summer,Mung beans,98.98000000000002,34.92333333333334,13112.0,6372.0,0.485967053081147,20.0,40.0,20.0,5.66
bihar,kharif,Maize,840.46,33.583333333333336,4116.0,6821.0,1.6571914480077743,80.0,40.0,20.0,5.64
bihar,summer,Mung beans,98.98000000000002,34.92333333333334,300.0,201.0,0.67,20.0,40.0,20.0,5.54
bihar,rabi,Maize,87.19999999999999,23.106,475.0,1560.0,3.284210526315789,80.0,40.0,20.0,5.36
bihar,kharif,Mung beans,840.46,33.583333333333336,4.0,3.0,0.75,20.0,40.0,20.0,5.6
bihar,rabi,Linseed,87.19999999999999,23.106,710.0,439.0,0.6183098591549295,90.0,60.0,20.0,6.6
bihar,kharif,Rice,840.46,33.583333333333336,256.0,298.0,1.1640625,80.0,40.0,40.0,5.34
bihar,whole year,Coriander,1026.64,29.18636363636364,23.0,19.0,0.8260869565217391,90.0,20.0,20.0,6.62
bihar,summer,Maize,98.98000000000002,34.92333333333334,2730.0,8896.0,3.2586080586080586,80.0,40.0,20.0,5.64
bihar,rabi,Barley,87.19999999999999,23.106,885.0,1336.0,1.509604519774011,70.0,40.0,45.0,5.62
bihar,kharif,Black Gram,840.46,33.583333333333336,422.0,318.0,0.7535545023696683,40.0,60.0,20.0,4.98
bihar,kharif,Ragi,840.46,33.583333333333336,90.0,99.0,1.1,50.0,40.0,20.0,5.56
bihar,rabi,Barley,87.19999999999999,23.106,1053.0,960.0,0.9116809116809116,70.0,40.0,45.0,5.62
bihar,rabi,Barley,87.19999999999999,23.106,820.0,876.0,1.068292682926829,70.0,40.0,45.0,5.58
bihar,kharif,Maize,840.46,33.583333333333336,125.0,165.0,1.32,80.0,40.0,20.0,5.34
bihar,kharif,Sesame Seed,840.46,33.583333333333336,35.0,21.0,0.6,30.0,15.0,30.0,6.52
bihar,kharif,Maize,840.46,33.583333333333336,4043.0,4151.0,1.026712837002226,80.0,40.0,20.0,5.52
bihar,rabi,Linseed,87.19999999999999,23.106,2863.0,1486.0,0.5190359762486901,90.0,60.0,20.0,6.64
bihar,summer,Maize,98.98000000000002,34.92333333333334,116.0,328.0,2.827586206896552,80.0,40.0,20.0,5.68
bihar,kharif,Rice,840.46,33.583333333333336,581.0,656.0,1.1290877796901893,80.0,40.0,40.0,5.54
bihar,summer,Maize,98.98000000000002,34.92333333333334,5563.0,15473.0,2.781412906705015,80.0,40.0,20.0,5.68
bihar,rabi,Rice,87.19999999999999,23.106,62055.0,70708.0,1.139440818628636,80.0,40.0,40.0,5.34
bihar,kharif,Jowar,840.46,33.583333333333336,114.0,115.0,1.0087719298245614,80.0,40.0,40.0,5.58
bihar,rabi,Linseed,87.19999999999999,23.106,194.0,159.0,0.8195876288659794,90.0,60.0,20.0,6.44
bihar,summer,Mung beans,98.98000000000002,34.92333333333334,10.0,6.0,0.6,20.0,40.0,20.0,5.44
bihar,rabi,Gram,87.19999999999999,23.106,5368.0,5212.0,0.9709388971684052,20.0,60.0,20.0,5.98
bihar,kharif,Jowar,840.46,33.583333333333336,566.0,559.0,0.9876325088339224,80.0,40.0,40.0,5.42
bihar,kharif,Sesame Seed,840.46,33.583333333333336,21.0,11.0,0.5238095238095238,30.0,15.0,30.0,6.42
bihar,rabi,Gram,87.19999999999999,23.106,1998.0,2340.0,1.1711711711711712,20.0,60.0,20.0,5.94
bihar,rabi,Rice,87.19999999999999,23.106,67873.0,154414.0,2.275043095192492,80.0,40.0,40.0,5.48
bihar,rabi,Sunflower,87.19999999999999,23.106,138.0,176.0,1.2753623188405796,50.0,60.0,30.0,5.64
bihar,kharif,Sesame Seed,840.46,33.583333333333336,35.0,25.0,0.7142857142857143,30.0,15.0,30.0,6.5
bihar,whole year,Dry chillies,1026.64,29.18636363636364,70.0,77.0,1.1,120.0,20.0,80.0,6.68
bihar,kharif,Maize,840.46,33.583333333333336,6179.0,14145.0,2.289205373037708,80.0,40.0,20.0,5.46
bihar,kharif,Sesame Seed,840.46,33.583333333333336,41.0,31.0,0.7560975609756098,30.0,15.0,30.0,6.58
bihar,kharif,Ragi,840.46,33.583333333333336,1209.0,744.0,0.6153846153846154,50.0,40.0,20.0,5.58
bihar,kharif,Black Gram,840.46,33.583333333333336,2877.0,2099.0,0.7295794230100799,40.0,60.0,20.0,5.02
bihar,kharif,Horse-gram,840.46,33.583333333333336,1362.0,1094.0,0.8032305433186491,20.0,60.0,20.0,5.9
bihar,rabi,Rice,87.19999999999999,23.106,97335.0,96492.0,0.9913391893974418,80.0,40.0,40.0,5.52
bihar,summer,Maize,98.98000000000002,34.92333333333334,17774.0,86824.0,4.884888038708225,80.0,40.0,20.0,5.56
bihar,whole year,Garlic,1026.64,29.18636363636364,22.0,32.0,1.4545454545454546,50.0,10.0,60.0,5.62
bihar,kharif,Sunflower,840.46,33.583333333333336,39.0,31.0,0.7948717948717948,50.0,60.0,30.0,5.66
bihar,rabi,Rice,87.19999999999999,23.106,17801.0,21667.0,1.2171788101792034,80.0,40.0,40.0,5.6
bihar,whole year,Dry chillies,1026.64,29.18636363636364,35.0,64.0,1.8285714285714283,120.0,20.0,80.0,6.5
bihar,rabi,Linseed,87.19999999999999,23.106,120.0,85.0,0.7083333333333334,90.0,60.0,20.0,6.64
bihar,kharif,Pigeon peas(Toor Dal),840.46,33.583333333333336,45.0,26.0,0.5777777777777777,20.0,60.0,20.0,5.68
bihar,rabi,Rice,87.19999999999999,23.106,47253.0,49377.0,1.0449495270141578,80.0,40.0,40.0,5.5
bihar,rabi,Rice,87.19999999999999,23.106,69963.0,46423.0,0.663536440690079,80.0,40.0,40.0,5.58
bihar,rabi,Linseed,87.19999999999999,23.106,111.0,94.0,0.8468468468468469,90.0,60.0,20.0,6.62
bihar,rabi,Linseed,87.19999999999999,23.106,268.0,226.0,0.8432835820895522,90.0,60.0,20.0,6.4
bihar,kharif,Ragi,840.46,33.583333333333336,296.0,236.0,0.7972972972972973,50.0,40.0,20.0,5.5
bihar,rabi,Masoor,87.19999999999999,23.106,3168.0,2344.0,0.73989898989899,20.0,60.0,20.0,5.42
bihar,kharif,Pigeon peas(Toor Dal),840.46,33.583333333333336,1503.0,2441.0,1.6240851630073188,20.0,60.0,20.0,5.34
bihar,whole year,Coriander,1026.64,29.18636363636364,12.0,6.0,0.5,90.0,20.0,20.0,6.38
bihar,kharif,Black Gram,840.46,33.583333333333336,3.0,3.0,1.0,40.0,60.0,20.0,4.9
bihar,rabi,Barley,87.19999999999999,23.106,109.0,126.0,1.1559633027522935,70.0,40.0,45.0,5.48
bihar,rabi,Linseed,87.19999999999999,23.106,841.0,714.0,0.8489892984542212,90.0,60.0,20.0,6.56
bihar,summer,Rice,98.98000000000002,34.92333333333334,13.0,18.0,1.3846153846153846,80.0,40.0,40.0,5.48
bihar,rabi,Rice,87.19999999999999,23.106,139043.0,22890.0,0.1646253317319102,80.0,40.0,40.0,5.56
bihar,kharif,Ragi,840.46,33.583333333333336,7.0,6.0,0.8571428571428571,50.0,40.0,20.0,5.38
bihar,summer,Maize,98.98000000000002,34.92333333333334,3429.0,8486.0,2.47477398658501,80.0,40.0,20.0,5.48
bihar,kharif,Jowar,840.46,33.583333333333336,10.0,9.0,0.9,80.0,40.0,40.0,5.44
bihar,kharif,Maize,840.46,33.583333333333336,384.0,456.0,1.1875,80.0,40.0,20.0,5.54
bihar,kharif,Mung beans,840.46,33.583333333333336,16.0,11.0,0.6875,20.0,40.0,20.0,5.56
bihar,rabi,Rice,87.19999999999999,23.106,80271.0,24195.0,0.3014164517696304,80.0,40.0,40.0,5.46
bihar,rabi,Linseed,87.19999999999999,23.106,2824.0,2344.0,0.830028328611898,90.0,60.0,20.0,6.44
bihar,rabi,Gram,87.19999999999999,23.106,700.0,594.0,0.8485714285714285,20.0,60.0,20.0,5.88
bihar,rabi,Safflower,87.19999999999999,23.106,71.0,59.0,0.8309859154929577,50.0,60.0,30.0,5.34
bihar,kharif,Horse-gram,840.46,33.583333333333336,490.0,303.0,0.6183673469387755,20.0,60.0,20.0,6.12
bihar,rabi,Gram,87.19999999999999,23.106,5612.0,5180.0,0.9230220955096222,20.0,60.0,20.0,5.88
bihar,summer,Mung beans,98.98000000000002,34.92333333333334,65.0,28.0,0.4307692307692308,20.0,40.0,20.0,5.36
bihar,whole year,Coriander,1026.64,29.18636363636364,25.0,22.0,0.88,90.0,20.0,20.0,6.46
bihar,kharif,Pigeon peas(Toor Dal),840.46,33.583333333333336,1640.0,1166.0,0.7109756097560975,20.0,60.0,20.0,5.6
bihar,kharif,Pigeon peas(Toor Dal),840.46,33.583333333333336,1725.0,2196.0,1.2730434782608695,20.0,60.0,20.0,5.42
bihar,kharif,Pigeon peas(Toor Dal),840.46,33.583333333333336,354.0,426.0,1.2033898305084745,20.0,60.0,20.0,5.36
bihar,rabi,Barley,87.19999999999999,23.106,74.0,77.0,1.0405405405405406,70.0,40.0,45.0,5.66
bihar,summer,Rice,98.98000000000002,34.92333333333334,1987.0,2664.0,1.3407146451937595,80.0,40.0,40.0,5.4
bihar,kharif,Maize,840.46,33.583333333333336,2919.0,3756.0,1.2867420349434735,80.0,40.0,20.0,5.38
bihar,rabi,Masoor,87.19999999999999,23.106,11333.0,15708.0,1.3860407659048797,20.0,60.0,20.0,5.4
bihar,kharif,Horse-gram,840.46,33.583333333333336,50.0,40.0,0.8,20.0,60.0,20.0,6.14
bihar,rabi,Barley,87.19999999999999,23.106,27.0,41.0,1.5185185185185186,70.0,40.0,45.0,5.36
bihar,kharif,Pigeon peas(Toor Dal),840.46,33.583333333333336,2100.0,2421.0,1.1528571428571428,20.0,60.0,20.0,5.56
bihar,kharif,Rice,840.46,33.583333333333336,99073.0,201703.0,2.035902819133366,80.0,40.0,40.0,5.6
bihar,kharif,Black Gram,840.46,33.583333333333336,698.0,556.0,0.7965616045845272,40.0,60.0,20.0,5.08
bihar,summer,Rice,98.98000000000002,34.92333333333334,18535.0,45627.0,2.461667116266523,80.0,40.0,40.0,5.46
bihar,whole year,Garlic,1026.64,29.18636363636364,120.0,160.0,1.3333333333333333,50.0,10.0,60.0,5.6
bihar,kharif,Sunflower,840.46,33.583333333333336,51.0,75.0,1.4705882352941178,50.0,60.0,30.0,5.4
bihar,kharif,Mung beans,840.46,33.583333333333336,19.0,13.0,0.6842105263157895,20.0,40.0,20.0,5.58
bihar,rabi,Mung beans,87.19999999999999,23.106,308.0,164.0,0.5324675324675324,20.0,40.0,20.0,5.4
bihar,rabi,Linseed,87.19999999999999,23.106,1201.0,890.0,0.7410491257285595,90.0,60.0,20.0,6.58
bihar,rabi,Barley,87.19999999999999,23.106,1485.0,1693.0,1.14006734006734,70.0,40.0,45.0,5.62
bihar,kharif,Mung beans,840.46,33.583333333333336,219.0,118.0,0.5388127853881278,20.0,40.0,20.0,5.54
bihar,kharif,Horse-gram,840.46,33.583333333333336,2872.0,2838.0,0.9881615598885792,20.0,60.0,20.0,5.92
bihar,rabi,Rice,87.19999999999999,23.106,132496.0,114410.0,0.8634977659702935,80.0,40.0,40.0,5.68
bihar,kharif,Maize,840.46,33.583333333333336,876.0,1537.0,1.754566210045662,80.0,40.0,20.0,5.34
bihar,rabi,Safflower,87.19999999999999,23.106,18.0,11.0,0.6111111111111112,50.0,60.0,30.0,5.58
bihar,rabi,Maize,87.19999999999999,23.106,1473.0,3308.0,2.245756958587916,80.0,40.0,20.0,5.36
bihar,rabi,Linseed,87.19999999999999,23.106,295.0,252.0,0.8542372881355932,90.0,60.0,20.0,6.44
bihar,rabi,Barley,87.19999999999999,23.106,173.0,200.0,1.1560693641618498,70.0,40.0,45.0,5.68
bihar,whole year,Coriander,1026.64,29.18636363636364,3.0,2.0,0.6666666666666666,90.0,20.0,20.0,6.62
bihar,rabi,Rice,87.19999999999999,23.106,24520.0,56289.0,2.295636215334421,80.0,40.0,40.0,5.32
bihar,whole year,Garlic,1026.64,29.18636363636364,21.0,30.0,1.4285714285714286,50.0,10.0,60.0,5.4
bihar,kharif,Maize,840.46,33.583333333333336,6964.0,9450.0,1.3569787478460655,80.0,40.0,20.0,5.66
bihar,kharif,Pigeon peas(Toor Dal),840.46,33.583333333333336,907.0,1248.0,1.3759647188533628,20.0,60.0,20.0,5.66
bihar,rabi,Maize,87.19999999999999,23.106,5360.0,18642.0,3.477985074626865,80.0,40.0,20.0,5.46
bihar,summer,Mung beans,98.98000000000002,34.92333333333334,141.0,78.0,0.5531914893617021,20.0,40.0,20.0,5.54
bihar,rabi,Linseed,87.19999999999999,23.106,600.0,495.0,0.825,90.0,60.0,20.0,6.32
bihar,rabi,Gram,87.19999999999999,23.106,173.0,235.0,1.3583815028901731,20.0,60.0,20.0,5.86
bihar,kharif,Sunflower,840.46,33.583333333333336,74.0,97.0,1.3108108108108107,50.0,60.0,30.0,5.38
bihar,rabi,Rice,87.19999999999999,23.106,18449.0,15898.0,0.8617269228684482,80.0,40.0,40.0,5.58
bihar,rabi,Gram,87.19999999999999,23.106,123.0,119.0,0.967479674796748,20.0,60.0,20.0,5.96
bihar,rabi,Linseed,87.19999999999999,23.106,53.0,42.0,0.7924528301886793,90.0,60.0,20.0,6.4
bihar,summer,Rice,98.98000000000002,34.92333333333334,13933.0,15994.0,1.147922199095672,80.0,40.0,40.0,5.38
bihar,rabi,Masoor,87.19999999999999,23.106,7131.0,5398.0,0.7569765811246669,20.0,60.0,20.0,5.36
bihar,kharif,Maize,840.46,33.583333333333336,38775.0,44479.0,1.1471050934880722,80.0,40.0,20.0,5.46
bihar,kharif,Maize,840.46,33.583333333333336,178.0,277.0,1.5561797752808988,80.0,40.0,20.0,5.48
bihar,kharif,Black Gram,840.46,33.583333333333336,1210.0,911.0,0.7528925619834711,40.0,60.0,20.0,4.92
bihar,summer,Mung beans,98.98000000000002,34.92333333333334,436.0,262.0,0.6009174311926605,20.0,40.0,20.0,5.34
bihar,rabi,Maize,87.19999999999999,23.106,2.0,4.0,2.0,80.0,40.0,20.0,5.38
bihar,rabi,Safflower,87.19999999999999,23.106,84.0,69.0,0.8214285714285714,50.0,60.0,30.0,5.36
bihar,rabi,Maize,87.19999999999999,23.106,62.0,161.0,2.596774193548387,80.0,40.0,20.0,5.36
bihar,summer,Maize,98.98000000000002,34.92333333333334,1384.0,4315.0,3.1177745664739884,80.0,40.0,20.0,5.68
bihar,rabi,Barley,87.19999999999999,23.106,173.0,203.0,1.1734104046242777,70.0,40.0,45.0,5.36
bihar,summer,Mung beans,98.98000000000002,34.92333333333334,23494.0,8011.0,0.3409806759172554,20.0,40.0,20.0,5.32
bihar,summer,Maize,98.98000000000002,34.92333333333334,391.0,1071.0,2.739130434782609,80.0,40.0,20.0,5.62
bihar,rabi,Maize,87.19999999999999,23.106,1753.0,6958.0,3.969195664575014,80.0,40.0,20.0,5.4
bihar,kharif,Rice,840.46,33.583333333333336,100084.0,104783.0,1.046950561528316,80.0,40.0,40.0,5.56
bihar,kharif,Pigeon peas(Toor Dal),840.46,33.583333333333336,2.0,3.0,1.5,20.0,60.0,20.0,5.56
bihar,rabi,Rice,87.19999999999999,23.106,141357.0,199191.0,1.4091343194889534,80.0,40.0,40.0,5.42
bihar,rabi,Linseed,87.19999999999999,23.106,256.0,218.0,0.8515625,90.0,60.0,20.0,6.48
bihar,kharif,Pigeon peas(Toor Dal),840.46,33.583333333333336,404.0,1052.0,2.603960396039604,20.0,60.0,20.0,5.44
bihar,rabi,Barley,87.19999999999999,23.106,939.0,809.0,0.8615548455804047,70.0,40.0,45.0,5.44
bihar,rabi,Linseed,87.19999999999999,23.106,3.0,2.0,0.6666666666666666,90.0,60.0,20.0,6.4
bihar,kharif,Rice,840.46,33.583333333333336,19260.0,8781.0,0.4559190031152648,80.0,40.0,40.0,5.62
bihar,rabi,Gram,87.19999999999999,23.106,251.0,138.0,0.549800796812749,20.0,60.0,20.0,6.08
bihar,rabi,Rice,87.19999999999999,23.106,69859.0,133513.0,1.911178230435592,80.0,40.0,40.0,5.46
bihar,rabi,Maize,87.19999999999999,23.106,5.0,25.0,5.0,80.0,40.0,20.0,5.5
bihar,rabi,Linseed,87.19999999999999,23.106,24.0,20.0,0.8333333333333334,90.0,60.0,20.0,6.44
bihar,summer,Maize,98.98000000000002,34.92333333333334,3105.0,10058.0,3.2392914653784217,80.0,40.0,20.0,5.52
bihar,summer,Rice,98.98000000000002,34.92333333333334,28956.0,59206.0,2.044688492885758,80.0,40.0,40.0,5.42
bihar,kharif,Horse-gram,840.46,33.583333333333336,902.0,868.0,0.9623059866962306,20.0,60.0,20.0,6.04
bihar,kharif,Maize,840.46,33.583333333333336,2030.0,5319.0,2.620197044334976,80.0,40.0,20.0,5.36
bihar,kharif,Rice,840.46,33.583333333333336,6967.0,4272.0,0.6131764030429167,80.0,40.0,40.0,5.42
bihar,kharif,Mung beans,840.46,33.583333333333336,219.0,143.0,0.6529680365296804,20.0,40.0,20.0,5.44
bihar,rabi,Safflower,87.19999999999999,23.106,76.0,63.0,0.8289473684210527,50.0,60.0,30.0,5.62
bihar,kharif,Pigeon peas(Toor Dal),840.46,33.583333333333336,750.0,2127.0,2.836,20.0,60.0,20.0,5.66
bihar,kharif,Maize,840.46,33.583333333333336,6605.0,18274.0,2.7666919000757004,80.0,40.0,20.0,5.42
bihar,whole year,Dry chillies,1026.64,29.18636363636364,37.0,21.0,0.5675675675675675,120.0,20.0,80.0,6.48
bihar,summer,Maize,98.98000000000002,34.92333333333334,25.0,71.0,2.84,80.0,40.0,20.0,5.62
bihar,summer,Rice,98.98000000000002,34.92333333333334,1273.0,2043.0,1.6048703849175177,80.0,40.0,40.0,5.64
bihar,summer,Maize,98.98000000000002,34.92333333333334,4700.0,14418.0,3.067659574468085,80.0,40.0,20.0,5.66
bihar,rabi,Barley,87.19999999999999,23.106,283.0,352.0,1.243816254416961,70.0,40.0,45.0,5.48
bihar,rabi,Gram,87.19999999999999,23.106,3224.0,2389.0,0.7410049627791563,20.0,60.0,20.0,6.02
bihar,kharif,Rice,840.46,33.583333333333336,4742.0,6530.0,1.377056094474905,80.0,40.0,40.0,5.42
bihar,summer,Maize,98.98000000000002,34.92333333333334,1121.0,3721.0,3.31935771632471,80.0,40.0,20.0,5.5
bihar,rabi,Sunflower,87.19999999999999,23.106,5457.0,7710.0,1.4128642111050027,50.0,60.0,30.0,5.62
bihar,kharif,Black Gram,840.46,33.583333333333336,23.0,14.0,0.6086956521739131,40.0,60.0,20.0,4.82
bihar,whole year,Garlic,1026.64,29.18636363636364,283.0,428.0,1.5123674911660778,50.0,10.0,60.0,5.62
bihar,summer,Rice,98.98000000000002,34.92333333333334,17.0,33.0,1.9411764705882355,80.0,40.0,40.0,5.4
bihar,kharif,Mung beans,840.46,33.583333333333336,304.0,202.0,0.6644736842105263,20.0,40.0,20.0,5.6
bihar,kharif,Rice,840.46,33.583333333333336,12250.0,19943.0,1.628,80.0,40.0,40.0,5.5
bihar,kharif,Sesame Seed,840.46,33.583333333333336,21.0,16.0,0.7619047619047619,30.0,15.0,30.0,6.48
bihar,kharif,Horse-gram,840.46,33.583333333333336,761.0,282.0,0.3705650459921156,20.0,60.0,20.0,6.18
bihar,kharif,Black Gram,840.46,33.583333333333336,15.0,12.0,0.8,40.0,60.0,20.0,4.94
bihar,kharif,Sesame Seed,840.46,33.583333333333336,77.0,39.0,0.5064935064935064,30.0,15.0,30.0,6.44
bihar,rabi,Gram,87.19999999999999,23.106,74.0,62.0,0.8378378378378378,20.0,60.0,20.0,5.9
bihar,rabi,Barley,87.19999999999999,23.106,124.0,128.0,1.032258064516129,70.0,40.0,45.0,5.66
bihar,kharif,Black Gram,840.46,33.583333333333336,2577.0,1951.0,0.757081878152891,40.0,60.0,20.0,5.16
bihar,summer,Maize,98.98000000000002,34.92333333333334,53.0,195.0,3.679245283018868,80.0,40.0,20.0,5.6
bihar,kharif,Maize,840.46,33.583333333333336,614.0,610.0,0.993485342019544,80.0,40.0,20.0,5.5
bihar,summer,Mung beans,98.98000000000002,34.92333333333334,906.0,607.0,0.6699779249448123,20.0,40.0,20.0,5.44
bihar,whole year,Dry ginger,1026.64,29.18636363636364,9.0,13.0,1.4444444444444444,40.0,50.0,20.0,4.82
bihar,kharif,Mung beans,840.46,33.583333333333336,8.0,4.0,0.5,20.0,40.0,20.0,5.4
bihar,kharif,Black Gram,840.46,33.583333333333336,206.0,179.0,0.8689320388349514,40.0,60.0,20.0,5.02
bihar,rabi,Sunflower,87.19999999999999,23.106,2870.0,4163.0,1.4505226480836235,50.0,60.0,30.0,5.54
bihar,rabi,Gram,87.19999999999999,23.106,2614.0,1929.0,0.7379495026778883,20.0,60.0,20.0,5.92
bihar,rabi,Gram,87.19999999999999,23.106,5493.0,5301.0,0.9650464227198252,20.0,60.0,20.0,5.98
bihar,kharif,Sesame Seed,840.46,33.583333333333336,20.0,16.0,0.8,30.0,15.0,30.0,6.34
bihar,summer,Mung beans,98.98000000000002,34.92333333333334,5134.0,2890.0,0.5629139072847682,20.0,40.0,20.0,5.44
bihar,whole year,Garlic,1026.64,29.18636363636364,40.0,59.0,1.475,50.0,10.0,60.0,5.42
bihar,rabi,Linseed,87.19999999999999,23.106,118.0,100.0,0.847457627118644,90.0,60.0,20.0,6.42
bihar,whole year,Dry chillies,1026.64,29.18636363636364,3.0,3.0,1.0,120.0,20.0,80.0,6.34
bihar,rabi,Linseed,87.19999999999999,23.106,31.0,25.0,0.8064516129032258,90.0,60.0,20.0,6.4
bihar,rabi,Maize,87.19999999999999,23.106,66.0,264.0,4.0,80.0,40.0,20.0,5.56
bihar,rabi,Maize,87.19999999999999,23.106,434.0,1300.0,2.995391705069125,80.0,40.0,20.0,5.38
bihar,summer,Mung beans,98.98000000000002,34.92333333333334,86.0,54.0,0.627906976744186,20.0,40.0,20.0,5.48
bihar,kharif,Ragi,840.46,33.583333333333336,47.0,32.0,0.6808510638297872,50.0,40.0,20.0,5.42
bihar,kharif,Black Gram,840.46,33.583333333333336,619.0,480.0,0.7754442649434572,40.0,60.0,20.0,5.14
bihar,rabi,Rice,87.19999999999999,23.106,50595.0,14480.0,0.2861942879731198,80.0,40.0,40.0,5.6
bihar,rabi,Masoor,87.19999999999999,23.106,5109.0,3535.0,0.6919162262673713,20.0,60.0,20.0,5.56
bihar,summer,Maize,98.98000000000002,34.92333333333334,164.0,342.0,2.0853658536585367,80.0,40.0,20.0,5.44
bihar,kharif,Sesame Seed,840.46,33.583333333333336,13.0,9.0,0.6923076923076923,30.0,15.0,30.0,6.38
bihar,whole year,Coriander,1026.64,29.18636363636364,24.0,17.0,0.7083333333333334,90.0,20.0,20.0,6.42
bihar,rabi,Barley,87.19999999999999,23.106,111.0,133.0,1.1981981981981982,70.0,40.0,45.0,5.5
bihar,kharif,Pigeon peas(Toor Dal),840.46,33.583333333333336,1329.0,1239.0,0.9322799097065464,20.0,60.0,20.0,5.5
bihar,rabi,Maize,87.19999999999999,23.106,986.0,3189.0,3.234279918864097,80.0,40.0,20.0,5.56
bihar,kharif,Jowar,840.46,33.583333333333336,119.0,144.0,1.2100840336134453,80.0,40.0,40.0,5.42
bihar,whole year,Garlic,1026.64,29.18636363636364,26.0,38.0,1.4615384615384617,50.0,10.0,60.0,5.32
bihar,kharif,Pigeon peas(Toor Dal),840.46,33.583333333333336,1015.0,701.0,0.69064039408867,20.0,60.0,20.0,5.5
bihar,rabi,Rice,87.19999999999999,23.106,71841.0,97758.0,1.360755000626383,80.0,40.0,40.0,5.62
bihar,kharif,Sesame Seed,840.46,33.583333333333336,155.0,122.0,0.7870967741935484,30.0,15.0,30.0,6.4
bihar,rabi,Masoor,87.19999999999999,23.106,9051.0,9911.0,1.0950171251795382,20.0,60.0,20.0,5.66
bihar,kharif,Rice,840.46,33.583333333333336,15293.0,24455.0,1.5990976263650036,80.0,40.0,40.0,5.58
bihar,rabi,Gram,87.19999999999999,23.106,251.0,248.0,0.9880478087649402,20.0,60.0,20.0,5.82
bihar,rabi,Maize,87.19999999999999,23.106,1712.0,6204.0,3.623831775700935,80.0,40.0,20.0,5.6
bihar,summer,Mung beans,98.98000000000002,34.92333333333334,501.0,227.0,0.4530938123752495,20.0,40.0,20.0,5.64
